Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
"LITOSTROJ JEKLO izdelava kakovostnih jeklenih ulitkov, d.o.o.","LITOSTROJ JEKLO izdelava kakovostnih jeklenih ulitkov, d.o.o.",,"Litostrojska cesta 44, 1000 Ljubljana",", LITOSTROJ JEKLO izdelava kakovostnih jeklenih ulitkov, d.o.o."
BIOENERGETIKA TODRAŽ d.o.o.,BIOENERGETIKA TODRAŽ d.o.o.,,"Todraž 1, 4224 Gorenja vas",", BIOENERGETIKA TODRAŽ d.o.o."
"MEDIKMIKO, storitve in svetovanje d.o.o.","MEDIKMIKO, storitve in svetovanje d.o.o.",,"Zadobrova 49 B, 3211 Škofja vas",", MEDIKMIKO, storitve in svetovanje d.o.o."
HOLIMED družba za zdravstvene storitve in svetovanje d.o.o.,HOLIMED družba za zdravstvene storitve in svetovanje d.o.o.,,"Ulica kneza Koclja 11, 2000 Maribor",", HOLIMED družba za zdravstvene storitve in svetovanje d.o.o."
"DSO, družba za izgradnjo doma starejših občanov Slovenj Gradec d.o.o.","DSO, družba za izgradnjo doma starejših občanov Slovenj Gradec d.o.o.",,"Šolska ulica 5, 2380 Slovenj Gradec",", DSO, družba za izgradnjo doma starejših občanov Slovenj Gradec d.o.o."
"LABORATORIJSKI SISTEMI, družba za tehnično preizkušanje, analizo, trgovino in storitve, d.o.o.","LABORATORIJSKI SISTEMI, družba za tehnično preizkušanje, analizo, trgovino in storitve, d.o.o.",,"Prečna ulica 9 B, 2000 Maribor",", LABORATORIJSKI SISTEMI, družba za tehnično preizkušanje, analizo, trgovino in storitve, d.o.o."
"MEDIM, ambulanta družinske medicine in ostale storitve, d.o.o.","MEDIM, ambulanta družinske medicine in ostale storitve, d.o.o.",,"Reteče 154, 4220 Škofja Loka",", MEDIM, ambulanta družinske medicine in ostale storitve, d.o.o."
OPTOMED optometrija in trgovina d.o.o.,OPTOMED optometrija in trgovina d.o.o.,,"Stara cesta 10, 4220 Škofja Loka",", OPTOMED optometrija in trgovina d.o.o."
PREMEDIKO zdravstvene storitve d.o.o.,PREMEDIKO zdravstvene storitve d.o.o.,,"Ljubljanska ulica 5, 2000 Maribor",", PREMEDIKO zdravstvene storitve d.o.o."
VRANKIČ zobozdravstvo in hipnoterapija d.o.o.,VRANKIČ zobozdravstvo in hipnoterapija d.o.o.,,"Keršova ulica 1, 3212 Vojnik",", VRANKIČ zobozdravstvo in hipnoterapija d.o.o."
"PERKO TEHTNICE, prodaja, proizvodnja in servis d.o.o.","PERKO TEHTNICE, prodaja, proizvodnja in servis d.o.o.",,"Zalog 2, 4204 Golnik",", PERKO TEHTNICE, prodaja, proizvodnja in servis d.o.o."
OBRADOVIĆ ZDRAVSTVO zdravstvene in druge storitve d.o.o.,OBRADOVIĆ ZDRAVSTVO zdravstvene in druge storitve d.o.o.,,"Cankarjeva ulica 3 A, 8270 Krško",", OBRADOVIĆ ZDRAVSTVO zdravstvene in druge storitve d.o.o."
"TERME GAJA družba za turizem, rekreacijo in zdraviliško dejavnost d.o.o. - Gaja Spa Resort, company for tourism, recreation and spa services ltd.","TERME GAJA družba za turizem, rekreacijo in zdraviliško dejavnost d.o.o. - Gaja Spa Resort, company for tourism, recreation and spa services ltd.",,"Vintarovci 50, 2253 Destrnik",", TERME GAJA družba za turizem, rekreacijo in zdraviliško dejavnost d.o.o. - Gaja Spa Resort, company for tourism, recreation and spa services ltd."
VIAL zobozdravstvene storitve d.o.o.,VIAL zobozdravstvene storitve d.o.o.,,"Gabrščkova ulica 91, 1000 Ljubljana",", VIAL zobozdravstvene storitve d.o.o."
"SAB, varovanje in storitve, d.o.o.","SAB, varovanje in storitve, d.o.o.",,"Gorkijeva ulica 14, 6310 Izola - Isola",", SAB, varovanje in storitve, d.o.o."
"DENTAL CENTER zobozdravstvo, trgovina in storitve d.o.o.","DENTAL CENTER zobozdravstvo, trgovina in storitve d.o.o.",,"Cankarjeva ulica 23 A, 2000 Maribor",", DENTAL CENTER zobozdravstvo, trgovina in storitve d.o.o."
"ENERGODIM, čiščenje in pregledovanje kurilnih in prezračevalnih naprav ter meritve dimnih emisij, d.o.o.","ENERGODIM, čiščenje in pregledovanje kurilnih in prezračevalnih naprav ter meritve dimnih emisij, d.o.o.",,"Partizanska cesta 6, 1381 Rakek",", ENERGODIM, čiščenje in pregledovanje kurilnih in prezračevalnih naprav ter meritve dimnih emisij, d.o.o."
ARGO NAVTIKA proizvodnja in trgovina d.o.o.,ARGO NAVTIKA proizvodnja in trgovina d.o.o.,,"Vrhniška cesta 30, 1354 Horjul",", ARGO NAVTIKA proizvodnja in trgovina d.o.o."
"32BISEROV, d.o.o., Zobna ambulanta Alenka Grahek Mihovec, dr. dent. med.","32BISEROV, d.o.o., Zobna ambulanta Alenka Grahek Mihovec, dr. dent. med.",,"Svetčeva ulica 9, 1000 Ljubljana",", 32BISEROV, d.o.o., Zobna ambulanta Alenka Grahek Mihovec, dr. dent. med."
"NIPA, storitve, posredništvo in trgovina, d.o.o.","NIPA, storitve, posredništvo in trgovina, d.o.o.",,"Grajska ulica 7, 2000 Maribor",", NIPA, storitve, posredništvo in trgovina, d.o.o."
"ADRIA TERMINALI, logistične storitve, d.o.o.","ADRIA TERMINALI, logistične storitve, d.o.o.",,"Vojkovo nabrežje 38, 6000 Koper - Capodistria",", ADRIA TERMINALI, logistične storitve, d.o.o."
"SISTEMIS zdravstvena in poslovna dejavnost, d.o.o.","SISTEMIS zdravstvena in poslovna dejavnost, d.o.o.",,"Vurnikova ulica 9, 1000 Ljubljana",", SISTEMIS zdravstvena in poslovna dejavnost, d.o.o."
"MARDENS zdravstvo, trgovina, gostinstvo, storitve d.o.o.","MARDENS zdravstvo, trgovina, gostinstvo, storitve d.o.o.",,"Ilaunigova ulica 15, 2230 Lenart v Slov. goricah",", MARDENS zdravstvo, trgovina, gostinstvo, storitve d.o.o."
"OFTALMA, zdravstvene storitve in optika, d.o.o.","OFTALMA, zdravstvene storitve in optika, d.o.o.",,"Ulica bratov Učakar 58, 1000 Ljubljana",", OFTALMA, zdravstvene storitve in optika, d.o.o."
ARBOR MEA zdravstvena in zobozdravstvena dejavnost d.o.o.,ARBOR MEA zdravstvena in zobozdravstvena dejavnost d.o.o.,,"Savska cesta 10, 1000 Ljubljana",", ARBOR MEA zdravstvena in zobozdravstvena dejavnost d.o.o."
"MEDICINSKO TERMALNI CENTER FONTANA, zdravstvo in rekreacija, d.o.o.","MEDICINSKO TERMALNI CENTER FONTANA, zdravstvo in rekreacija, d.o.o.",,"Koroška cesta 172, 2000 Maribor",", MEDICINSKO TERMALNI CENTER FONTANA, zdravstvo in rekreacija, d.o.o."
"OČESNA AMBULANTA Majda Volčini Krumpestar, dr.med., spec.oftalmologije d.o.o.","OČESNA AMBULANTA Majda Volčini Krumpestar, dr.med., spec.oftalmologije d.o.o.",,"Stara cesta 61, 4202 Naklo",", OČESNA AMBULANTA Majda Volčini Krumpestar, dr.med., spec.oftalmologije d.o.o."
"MALA HIŠA, zavetišče za živali d.o.o.","MALA HIŠA, zavetišče za živali d.o.o.",,"Lukačevci 17, 9226 Moravske Toplice",", MALA HIŠA, zavetišče za živali d.o.o."
DERMIS SPECIALISTIČNA DERMATOLOŠKO ALERGOLOŠKA AMBULANTA d.o.o.,DERMIS SPECIALISTIČNA DERMATOLOŠKO ALERGOLOŠKA AMBULANTA d.o.o.,,"Košenice 13, 8000 Novo mesto",", DERMIS SPECIALISTIČNA DERMATOLOŠKO ALERGOLOŠKA AMBULANTA d.o.o."
"O.R. INŽENIRING, komunalne in gradbene storitve, d.o.o.","O.R. INŽENIRING, komunalne in gradbene storitve, d.o.o.",,"Kranjska cesta 4, 4240 Radovljica",", O.R. INŽENIRING, komunalne in gradbene storitve, d.o.o."
"DIMNIKARSTVO LAVRIČ, pregledovanje in čiščenje kurilnih, dimovodnih in prezračevalnih naprav in tehnične analize, d.o.o.","DIMNIKARSTVO LAVRIČ, pregledovanje in čiščenje kurilnih, dimovodnih in prezračevalnih naprav in tehnične analize, d.o.o.",,"Podgorska ulica 35, 1330 Kočevje",", DIMNIKARSTVO LAVRIČ, pregledovanje in čiščenje kurilnih, dimovodnih in prezračevalnih naprav in tehnične analize, d.o.o."
"SODO sistemski operater distribucijskega omrežja z električno energijo, d.o.o.","SODO sistemski operater distribucijskega omrežja z električno energijo, d.o.o.",,"Minařikova ulica 5, 2000 Maribor",", SODO sistemski operater distribucijskega omrežja z električno energijo, d.o.o."
LIPICA TURIZEM gostinstvo in turizem d.o.o.,LIPICA TURIZEM gostinstvo in turizem d.o.o.,,"Lipica 5, 6210 Sežana",", LIPICA TURIZEM gostinstvo in turizem d.o.o."
"AMBULANTA KRŽAN, ambulanta za otroke, mladino in odrasle d.o.o.","AMBULANTA KRŽAN, ambulanta za otroke, mladino in odrasle d.o.o.",,"Mladinska ulica 17, 2367 Vuzenica",", AMBULANTA KRŽAN, ambulanta za otroke, mladino in odrasle d.o.o."
"PERIĆ, specialistična ambulanta zobnih, ustnih bolezni in paradontologije, d.o.o.","PERIĆ, specialistična ambulanta zobnih, ustnih bolezni in paradontologije, d.o.o.",,"Janeče 3, 2390 Ravne na Koroškem",", PERIĆ, specialistična ambulanta zobnih, ustnih bolezni in paradontologije, d.o.o."
IMPLANTOLOŠKI INŠTITUT d.o.o.,IMPLANTOLOŠKI INŠTITUT d.o.o.,,"Brglezov štradon 15 C, 1000 Ljubljana",", IMPLANTOLOŠKI INŠTITUT d.o.o."
"NEUROEDINA, zdravstvena dejavnost d.o.o.","NEUROEDINA, zdravstvena dejavnost d.o.o.",,"Kandijska cesta 4, 8000 Novo mesto",", NEUROEDINA, zdravstvena dejavnost d.o.o."
"ULTRAZVOK, zdravstvene in druge storitve, d.o.o.","ULTRAZVOK, zdravstvene in druge storitve, d.o.o.",,"Cesta talcev 2, 4000 Kranj",", ULTRAZVOK, zdravstvene in druge storitve, d.o.o."
"GNAMUŠ DENTAL, splošno zobozdravstvo, d.o.o.","GNAMUŠ DENTAL, splošno zobozdravstvo, d.o.o.",,"Partizanska cesta 4, 2390 Ravne na Koroškem",", GNAMUŠ DENTAL, splošno zobozdravstvo, d.o.o."
SPLOŠNA MEDICINA JURIJ PESJAK d.o.o.,SPLOŠNA MEDICINA JURIJ PESJAK d.o.o.,,"Drožanjska cesta 90, 8290 Sevnica",", SPLOŠNA MEDICINA JURIJ PESJAK d.o.o."
STU-DENT zobozdravstvene storitve d.o.o.,STU-DENT zobozdravstvene storitve d.o.o.,,"Tehnološki park 20, 1000 Ljubljana",", STU-DENT zobozdravstvene storitve d.o.o."
"Partim, finančna in poslovna družba, d.o.o.","Partim, finančna in poslovna družba, d.o.o.",,"Trg Leona Štuklja 12, 2000 Maribor",", Partim, finančna in poslovna družba, d.o.o."
DENS BARLIČ zobozdravstvo d.o.o.,DENS BARLIČ zobozdravstvo d.o.o.,,"Trdinova ulica 1, 8250 Brežice",", DENS BARLIČ zobozdravstvo d.o.o."
MEL DENT zasebne zobozdravstvene in druge storitve d.o.o.,MEL DENT zasebne zobozdravstvene in druge storitve d.o.o.,,"Ulica Juleta Gabrovška 19, 4000 Kranj",", MEL DENT zasebne zobozdravstvene in druge storitve d.o.o."
TINA DENT zobozdravstvene storitve za otroke in mladino d.o.o.,TINA DENT zobozdravstvene storitve za otroke in mladino d.o.o.,,"Puštal 108, 4220 Škofja Loka",", TINA DENT zobozdravstvene storitve za otroke in mladino d.o.o."
DRUŽINSKA MEDICINA GROBOLJŠEK medicinske storitve d.o.o.,DRUŽINSKA MEDICINA GROBOLJŠEK medicinske storitve d.o.o.,,"Bohorska ulica 17, 8290 Sevnica",", DRUŽINSKA MEDICINA GROBOLJŠEK medicinske storitve d.o.o."
"GOR.COM zobozdravstvo, proizvodnja, posredništvo in storitve d.o.o.","GOR.COM zobozdravstvo, proizvodnja, posredništvo in storitve d.o.o.",,"Gorica pri Šmartnem 13, 3201 Šmartno v Rožni dolini",", GOR.COM zobozdravstvo, proizvodnja, posredništvo in storitve d.o.o."
KARAVANŠKA VODA družba za polnjenje pijač d.o.o.,KARAVANŠKA VODA družba za polnjenje pijač d.o.o.,,"Cesta maršala Tita 51, 4270 Jesenice",", KARAVANŠKA VODA družba za polnjenje pijač d.o.o."
"VASACOR, družba za storitve v zdravstvu, d.o.o.","VASACOR, družba za storitve v zdravstvu, d.o.o.",,"Subotiška cesta 12, 3320 Velenje",", VASACOR, družba za storitve v zdravstvu, d.o.o."
"SAŠA INKUBATOR, družba za podjetniško in poslovno svetovanje, d.o.o.","SAŠA INKUBATOR, družba za podjetniško in poslovno svetovanje, d.o.o.",,"Šaleška cesta 2 A, 3320 Velenje",", SAŠA INKUBATOR, družba za podjetniško in poslovno svetovanje, d.o.o."
"JAZINDIABETES, specialistična zdravstvena dejavnost, d.o.o.","JAZINDIABETES, specialistična zdravstvena dejavnost, d.o.o.",,"Židovska ulica 1, 1000 Ljubljana",", JAZINDIABETES, specialistična zdravstvena dejavnost, d.o.o."
"LEGAT DENT, zobozdravstvene storitve d.o.o.","LEGAT DENT, zobozdravstvene storitve d.o.o.",,"Cesta na polje 2, 1358 Log pri Brezovici",", LEGAT DENT, zobozdravstvene storitve d.o.o."
"RAZVOJNA AGENCIJA SLOVENSKE GORICE, d.o.o.","RAZVOJNA AGENCIJA SLOVENSKE GORICE, d.o.o.",,"Trg osvoboditve 9, 2230 Lenart v Slov. goricah",", RAZVOJNA AGENCIJA SLOVENSKE GORICE, d.o.o."
NEVROMED diagnostični center d.o.o.,NEVROMED diagnostični center d.o.o.,,"Ljubljanska cesta 11, 3320 Velenje",", NEVROMED diagnostični center d.o.o."
"KSI NEPREMIČNINE, posredništvo, prodaja in najem nepremičnin, d.o.o.","KSI NEPREMIČNINE, posredništvo, prodaja in najem nepremičnin, d.o.o.",,"Polje 9 B, 6310 Izola - Isola",", KSI NEPREMIČNINE, posredništvo, prodaja in najem nepremičnin, d.o.o."
"ADRIA INVESTICIJE trgovina, posredništvo, storitve in promet, d.o.o.","ADRIA INVESTICIJE trgovina, posredništvo, storitve in promet, d.o.o.",,"Vojkovo nabrežje 38, 6000 Koper - Capodistria",", ADRIA INVESTICIJE trgovina, posredništvo, storitve in promet, d.o.o."
"SALNAL, upravljanje z nepremičninami, kapitalske naložbe d.o.o.","SALNAL, upravljanje z nepremičninami, kapitalske naložbe d.o.o.",,"Slovenska cesta 54, 1000 Ljubljana",", SALNAL, upravljanje z nepremičninami, kapitalske naložbe d.o.o."
"A - PRODAJA, družba za trgovino, d.o.o.","A - PRODAJA, družba za trgovino, d.o.o.",,"Strojarska ulica 2, 4226 Žiri",", A - PRODAJA, družba za trgovino, d.o.o."
"RENO OBUTEV, trgovinska dejavnost, d.o.o.","RENO OBUTEV, trgovinska dejavnost, d.o.o.",,"Strojarska ulica 2, 4226 Žiri",", RENO OBUTEV, trgovinska dejavnost, d.o.o."
ČAS - Zasebna šola za varnostno izobraževanje d.o.o.,ČAS - Zasebna šola za varnostno izobraževanje d.o.o.,,"Cesta Andreja Bitenca 68, 1000 Ljubljana",", ČAS - Zasebna šola za varnostno izobraževanje d.o.o."
"MELI CENTER REPČE, trgovina in storitve d.o.o.","MELI CENTER REPČE, trgovina in storitve d.o.o.",,"Repče 10, 8210 Trebnje",", MELI CENTER REPČE, trgovina in storitve d.o.o."
HumanikDent dentalna medicina d.o.o.,HumanikDent dentalna medicina d.o.o.,,"Smrečnikovo 20, 2392 Mežica",", HumanikDent dentalna medicina d.o.o."
"PRIMARNA PRAKSA, splošna medicina, d.o.o.","PRIMARNA PRAKSA, splošna medicina, d.o.o.",,"Videm 37 A, 1312 Videm - Dobrepolje",", PRIMARNA PRAKSA, splošna medicina, d.o.o."
"Ordinacija za bolezni ušes, nosu in grla, LANŠČAK d.o.o.","Ordinacija za bolezni ušes, nosu in grla, LANŠČAK d.o.o.",,"Lendavska ulica 18, 9000 Murska Sobota",", Ordinacija za bolezni ušes, nosu in grla, LANŠČAK d.o.o."
"ORTODENT, Zobozdravstvena dejavnost, d.o.o.","ORTODENT, Zobozdravstvena dejavnost, d.o.o.",,"Partizanska ulica 30, 2310 Slovenska Bistrica",", ORTODENT, Zobozdravstvena dejavnost, d.o.o."
"MERIDIUS TOP, zdravstvene in zobozdravstvene storitve, d.o.o.","MERIDIUS TOP, zdravstvene in zobozdravstvene storitve, d.o.o.",,"Cesta na Žavcerja 15, 2354 Bresternica",", MERIDIUS TOP, zdravstvene in zobozdravstvene storitve, d.o.o."
"CARGO LOGISTIC, Tovorni zračni promet d.o.o.","CARGO LOGISTIC, Tovorni zračni promet d.o.o.",,"Pristaniška ulica 8, 6000 Koper - Capodistria",", CARGO LOGISTIC, Tovorni zračni promet d.o.o."
"AMBULANTA VITA, družinska medicina, d.o.o.","AMBULANTA VITA, družinska medicina, d.o.o.",,"Blejska cesta 10, 4290 Tržič",", AMBULANTA VITA, družinska medicina, d.o.o."
"Hidroelektrarne na Spodnji Savi, d.o.o.","Hidroelektrarne na Spodnji Savi, d.o.o.",,"Cesta bratov Cerjakov 33 A, 8250 Brežice",", Hidroelektrarne na Spodnji Savi, d.o.o."
Medicina dela MG d.o.o.,Medicina dela MG d.o.o.,,"Ulica Nikole Tesle 3, 5290 Šempeter pri Gorici",", Medicina dela MG d.o.o."
KAURI-S Zobozdravstvene in zdravstvene storitve d.o.o.,KAURI-S Zobozdravstvene in zdravstvene storitve d.o.o.,,"Vipavska cesta 4 A, 5270 Ajdovščina",", KAURI-S Zobozdravstvene in zdravstvene storitve d.o.o."
"CELJSKI DIMNIKARJI, družba za opravljanje dimnikarskih storitev, d.o.o.","CELJSKI DIMNIKARJI, družba za opravljanje dimnikarskih storitev, d.o.o.",,"Podjavorškova ulica 1, 3000 Celje",", CELJSKI DIMNIKARJI, družba za opravljanje dimnikarskih storitev, d.o.o."
"ARDENS, zobozdravstvo, d.o.o.","ARDENS, zobozdravstvo, d.o.o.",,"Ulica II. prekomorske brigade 28 A, 6000 Koper - Capodistria",", ARDENS, zobozdravstvo, d.o.o."
VAŠI ZOBJE DENTALNI STUDIO D.O.O.,VAŠI ZOBJE DENTALNI STUDIO D.O.O.,,"Trg 4. julija 9, 2370 Dravograd",", VAŠI ZOBJE DENTALNI STUDIO D.O.O."
"VETERINARSKI CENTER KROPEC, d.o.o.","VETERINARSKI CENTER KROPEC, d.o.o.",,"Zgornje Negonje 36 D, 3250 Rogaška Slatina",", VETERINARSKI CENTER KROPEC, d.o.o."
"STUDIO ORALNEGA ZDRAVJA, družba za storitve in svetovanje, d.o.o.","STUDIO ORALNEGA ZDRAVJA, družba za storitve in svetovanje, d.o.o.",,"Lavričeva ulica 1, 2000 Maribor",", STUDIO ORALNEGA ZDRAVJA, družba za storitve in svetovanje, d.o.o."
"TOP-DENTAL, družba za zobozdravstvene storitve in svetovanje, d.o.o.","TOP-DENTAL, družba za zobozdravstvene storitve in svetovanje, d.o.o.",,"Cesta v Rošpoh 24 A, 2351 Kamnica",", TOP-DENTAL, družba za zobozdravstvene storitve in svetovanje, d.o.o."
"PRELOG-DENTAL, družba za storitve in svetovanje, d.o.o.","PRELOG-DENTAL, družba za storitve in svetovanje, d.o.o.",,"Lackova cesta 269, 2341 Limbuš",", PRELOG-DENTAL, družba za storitve in svetovanje, d.o.o."
"SLODENT, družba za zobozdravstvo, storitve in svetovanje, d.o.o.","SLODENT, družba za zobozdravstvo, storitve in svetovanje, d.o.o.",,"Ulica heroja Nandeta 31, 2000 Maribor",", SLODENT, družba za zobozdravstvo, storitve in svetovanje, d.o.o."
BSP Regionalna Energetska Borza d.o.o.,BSP Regionalna Energetska Borza d.o.o.,,"Dunajska cesta 156, 1000 Ljubljana",", BSP Regionalna Energetska Borza d.o.o."
SPECIALISTIČNA PARODONTOLOŠKA AMBULANTA MIKUŽ d.o.o.,SPECIALISTIČNA PARODONTOLOŠKA AMBULANTA MIKUŽ d.o.o.,,"Ukmarjeva ulica 2, 1000 Ljubljana",", SPECIALISTIČNA PARODONTOLOŠKA AMBULANTA MIKUŽ d.o.o."
"PEDIATRIJA, družba za preventivo in zdravljenje otrok, d.o.o.","PEDIATRIJA, družba za preventivo in zdravljenje otrok, d.o.o.",,"Kalohova ulica 18, 2000 Maribor",", PEDIATRIJA, družba za preventivo in zdravljenje otrok, d.o.o."
"LE-AN DENT, zasebna zobna ordinacija, d.o.o.","LE-AN DENT, zasebna zobna ordinacija, d.o.o.",,"Blejska cesta 10, 4290 Tržič",", LE-AN DENT, zasebna zobna ordinacija, d.o.o."
"J.DENS, družba za zobozdravstveno dejavnost in svetovanje, d.o.o.","J.DENS, družba za zobozdravstveno dejavnost in svetovanje, d.o.o.",,"Plintovec 7 B, 2201 Zgornja Kungota",", J.DENS, družba za zobozdravstveno dejavnost in svetovanje, d.o.o."
BH AJA družba za storitve in svetovanje d.o.o.,BH AJA družba za storitve in svetovanje d.o.o.,,"Trg svobode 26, 2310 Slovenska Bistrica",", BH AJA družba za storitve in svetovanje d.o.o."
"ZDRAVJE METKA IN BRANIMIR, zdravstvene dejavnosti in storitve, d.o.o.","ZDRAVJE METKA IN BRANIMIR, zdravstvene dejavnosti in storitve, d.o.o.",,"Kolomban 38 F, 6280 Ankaran - Ancarano",", ZDRAVJE METKA IN BRANIMIR, zdravstvene dejavnosti in storitve, d.o.o."
2leva dentalna medicina in mediji d.o.o.,2leva dentalna medicina in mediji d.o.o.,,"Vrečkova ulica 3, 4000 Kranj",", 2leva dentalna medicina in mediji d.o.o."
"PCK UPVIN, družba za upravljanje, vzdrževanje in investicije,d.o.o.","PCK UPVIN, družba za upravljanje, vzdrževanje in investicije,d.o.o.",,"Glavarjeva cesta 61 A, 1218 Komenda",", PCK UPVIN, družba za upravljanje, vzdrževanje in investicije,d.o.o."
Javno podjetje center za ravnanje z odpadki Puconci d.o.o.,Javno podjetje center za ravnanje z odpadki Puconci d.o.o.,,"Vaneča 81 B, 9201 Puconci",", Javno podjetje center za ravnanje z odpadki Puconci d.o.o."
"NO DOL, zobozdravstvene in protibolečinske storitve, d.o.o.","NO DOL, zobozdravstvene in protibolečinske storitve, d.o.o.",,"Trnovska vas 42 A, 2254 Trnovska vas",", NO DOL, zobozdravstvene in protibolečinske storitve, d.o.o."
"ZASEBNA ZOBNA ORDINACIJA DROFENIK MARKO JOŽEF, družba za zobozdravstvene storitve in svetovanje d.o.o.","ZASEBNA ZOBNA ORDINACIJA DROFENIK MARKO JOŽEF, družba za zobozdravstvene storitve in svetovanje d.o.o.",,"Vrbanska cesta 35, 2000 Maribor",", ZASEBNA ZOBNA ORDINACIJA DROFENIK MARKO JOŽEF, družba za zobozdravstvene storitve in svetovanje d.o.o."
"CAminos DEtergendi Artifex, dimnikarstvo d.o.o., Planina","CAminos DEtergendi Artifex, dimnikarstvo d.o.o., Planina",,"Planina 221, 6232 Planina",", CAminos DEtergendi Artifex, dimnikarstvo d.o.o., Planina"
Podjetniški inkubator in inovacijski center Murania d.o.o.,Podjetniški inkubator in inovacijski center Murania d.o.o.,,"Kranjčeva ulica 22, 9220 Lendava - Lendva",", Podjetniški inkubator in inovacijski center Murania d.o.o."
"KAMBIČ - KAFOL, medicinsko svetovanje in storitve, d.o.o.","KAMBIČ - KAFOL, medicinsko svetovanje in storitve, d.o.o.",,"Zeljarska ulica 2, 1000 Ljubljana",", KAMBIČ - KAFOL, medicinsko svetovanje in storitve, d.o.o."
Izobraževalni center Geoss d.o.o.,Izobraževalni center Geoss d.o.o.,,"Cesta komandanta Staneta 2, 1270 Litija",", Izobraževalni center Geoss d.o.o."
"LEP NASMEH, zobozdravstveno podjetje d.o.o.","LEP NASMEH, zobozdravstveno podjetje d.o.o.",,"Potrčeva cesta 33, 2250 Ptuj",", LEP NASMEH, zobozdravstveno podjetje d.o.o."
"INTERNISTIČNO PULMOLOŠKA AMBULANTA SONJA ŠUNKO KORAŽIJA dr.med., d.o.o.","INTERNISTIČNO PULMOLOŠKA AMBULANTA SONJA ŠUNKO KORAŽIJA dr.med., d.o.o.",,"Partizanska ulica 30, 2310 Slovenska Bistrica",", INTERNISTIČNO PULMOLOŠKA AMBULANTA SONJA ŠUNKO KORAŽIJA dr.med., d.o.o."
ZASEBNI VRTEC ZARJA predšolska vzgoja d.o.o.,ZASEBNI VRTEC ZARJA predšolska vzgoja d.o.o.,,"Perovo 28, 1241 Kamnik",", ZASEBNI VRTEC ZARJA predšolska vzgoja d.o.o."
"ATELJE D, zobozdravstvo, storitve in svetovanje, d.o.o.","ATELJE D, zobozdravstvo, storitve in svetovanje, d.o.o.",,"Koroška cesta 113 C, 2000 Maribor",", ATELJE D, zobozdravstvo, storitve in svetovanje, d.o.o."
"ZOBOZDRAVSTVO TURK, ortodontska in zobozdravstvena ordinacija, d.o.o.","ZOBOZDRAVSTVO TURK, ortodontska in zobozdravstvena ordinacija, d.o.o.",,"Borštnikova ulica 83, 2000 Maribor",", ZOBOZDRAVSTVO TURK, ortodontska in zobozdravstvena ordinacija, d.o.o."
